,ID,Name,State,avg_temp,max_temp,min_temp,precipitation,fips
1978,ND-043,Kidder County,North Dakota,40.7,51.9,29.4,92.06,37171
1979,ND-045,LaMoure County,North Dakota,41.7,52.4,31.1,110,37173
1980,ND-047,Logan County,North Dakota,41,51.9,30.1,97.85,37175
1981,ND-049,McHenry County,North Dakota,40.4,52,28.9,73.69,37177
1982,ND-051,McIntosh County,North Dakota,41.1,51.8,30.5,99.14,37179
1983,ND-053,McKenzie County,North Dakota,42.1,54.5,29.6,68.35,37181
1984,ND-055,McLean County,North Dakota,41.6,53,30.1,75.62,37183
1985,ND-057,Mercer County,North Dakota,42.1,54.1,30.1,75.96,37185
1986,ND-059,Morton County,North Dakota,42.3,54.4,30.2,77.1,37187
1987,ND-061,Mountrail County,North Dakota,40.2,52,28.3,73.02,37189
1988,ND-063,Nelson County,North Dakota,39.1,49.6,28.6,94.43,37191
1989,ND-065,Oliver County,North Dakota,41.9,53.5,30.2,73.51,37193
1990,ND-067,Pembina County,North Dakota,39.6,50,29.2,88.3,37195
1991,ND-069,Pierce County,North Dakota,39.3,51.1,27.6,74.5,37197
1992,ND-071,Ramsey County,North Dakota,39.1,49.9,28.4,83.36,37199
1993,ND-073,Ransom County,North Dakota,41.7,52.8,30.7,110.43,38001
1994,ND-075,Renville County,North Dakota,39.7,51,28.4,71.83,38003
1995,ND-077,Richland County,North Dakota,42.4,53,31.9,115.88,38005
1996,ND-079,Rolette County,North Dakota,38,49.1,27,73.46,38007
1997,ND-081,Sargent County,North Dakota,41.8,52.5,31.2,114,38009
1998,ND-083,Sheridan County,North Dakota,41,52.5,29.4,82.58,38011
1999,ND-085,Sioux County,North Dakota,42.9,55.3,30.5,86.27,38013
2000,ND-087,Slope County,North Dakota,43,55.9,30.2,72.48,38015
2001,ND-089,Stark County,North Dakota,42.3,55,29.7,73.66,38017
2002,ND-091,Steele County,North Dakota,39.4,50,28.9,100.72,38019
2003,ND-093,Stutsman County,North Dakota,40.9,51.6,30.3,94.46,38021
2004,ND-095,Towner County,North Dakota,38.4,49.7,27.1,73.69,38023
2005,ND-097,Traill County,North Dakota,40.3,50.8,29.8,106.27,38025
2006,ND-099,Walsh County,North Dakota,39.5,50,29.1,94.81,38027
2007,ND-101,Ward County,North Dakota,40.6,51.8,29.4,70.3,38029
2008,ND-103,Wells County,North Dakota,39.9,51.2,28.6,79.64,38031
2009,ND-105,Williams County,North Dakota,40.9,53.2,28.5,64.47,38033
2010,OH-001,Adams County,Ohio,54.5,65.5,43.6,269.16,38035
2011,OH-003,Allen County,Ohio,52,61.1,42.8,216.24,38037
2012,OH-005,Ashland County,Ohio,50.9,60.7,41.1,217.1,38039
2013,OH-007,Ashtabula County,Ohio,50.2,59.4,41,219.67,38041
2014,OH-009,Athens County,Ohio,53.8,64.4,43.3,250.12,38043
2015,OH-011,Auglaize County,Ohio,51.6,61.1,42.2,218.49,38045
2016,OH-013,Belmont County,Ohio,52.3,62.4,42.2,252.86,38047
2017,OH-015,Brown County,Ohio,54.1,65,43.2,268.08,38049
2018,OH-017,Butler County,Ohio,54.1,64.3,43.9,243.08,38051
2019,OH-019,Carroll County,Ohio,51.6,61.3,41.9,235.05,38053
2020,OH-021,Champaign County,Ohio,51.7,61.2,42.3,234.78,38055
2021,OH-023,Clark County,Ohio,52.6,62.1,43,239.59,38057
2022,OH-025,Clermont County,Ohio,54.7,65.1,44.4,264.03,38059
2023,OH-027,Clinton County,Ohio,53.3,63.3,43.3,248.25,38061
2024,OH-029,Columbiana County,Ohio,50.8,60.5,41.1,240.42,38063
2025,OH-031,Coshocton County,Ohio,52,62,42,237.11,38065
2026,OH-033,Crawford County,Ohio,51.4,61.1,41.8,214.81,38067
2027,OH-035,Cuyahoga County,Ohio,51.9,60.4,43.4,208.67,38069
2028,OH-037,Darke County,Ohio,52.3,61.9,42.6,227,38071
2029,OH-039,Defiance County,Ohio,51.1,60.5,41.7,193.68,38073
2030,OH-041,Delaware County,Ohio,52.5,62.4,42.6,226.89,38075
2031,OH-043,Erie County,Ohio,51.8,60,43.7,193.28,38077
2032,OH-045,Fairfield County,Ohio,53.2,63.1,43.4,240.5,38079
2033,OH-047,Fayette County,Ohio,53.1,63.1,43,238.69,38081
2034,OH-049,Franklin County,Ohio,53.6,63.5,43.7,237.08,38083
2035,OH-051,Fulton County,Ohio,51,60.4,41.5,189.01,38085
2036,OH-053,Gallia County,Ohio,54.6,65.4,43.7,246.28,38087
2037,OH-055,Geauga County,Ohio,50.1,59.4,40.8,226.09,38089
2038,OH-057,Greene County,Ohio,53.3,62.9,43.7,233.07,38091
2039,OH-059,Guernsey County,Ohio,52.5,62.7,42.2,237.67,38093
2040,OH-061,Hamilton County,Ohio,55.1,65,45.1,252.38,38095
2041,OH-063,Hancock County,Ohio,52.3,61.4,43.2,193.77,38097
2042,OH-065,Hardin County,Ohio,52.3,61.3,43.2,202.71,38099
2043,OH-067,Harrison County,Ohio,52,62,42,240.63,38101
2044,OH-069,Henry County,Ohio,51.7,61,42.4,194.87,38103
2045,OH-071,Highland County,Ohio,53.6,64.3,42.8,266.25,38105
2046,OH-073,Hocking County,Ohio,53.2,63.2,43.3,241.65,39001
2047,OH-075,Holmes County,Ohio,51.3,61.2,41.4,233.24,39003
2048,OH-077,Huron County,Ohio,51.1,60.4,41.8,205.76,39005
2049,OH-079,Jackson County,Ohio,54.1,64.6,43.6,249.67,39007
2050,OH-081,Jefferson County,Ohio,51.9,61.5,42.2,238.83,39009
2051,OH-083,Knox County,Ohio,51,61.1,41,235.83,39011
2052,OH-085,Lake County,Ohio,51.5,59.8,43.1,208.01,39013
2053,OH-087,Lawrence County,Ohio,55.5,66.3,44.7,251.23,39015
2054,OH-089,Licking County,Ohio,52.1,62.3,42,241.65,39017
2055,OH-091,Logan County,Ohio,51.4,60.7,42.1,225.54,39019
2056,OH-093,Lorain County,Ohio,51.4,60.2,42.5,210.07,39021
2057,OH-095,Lucas County,Ohio,52.4,61.4,43.5,175.59,39023
2058,OH-097,Madison County,Ohio,52.8,62.6,43,226.31,39025
2059,OH-099,Mahoning County,Ohio,50.7,61,40.5,223.66,39027
2060,OH-101,Marion County,Ohio,52.2,61.8,42.6,201.18,39029
2061,OH-103,Medina County,Ohio,51.4,60.7,42,206.24,39031
2062,OH-105,Meigs County,Ohio,54,65,43,250.08,39033
2063,OH-107,Mercer County,Ohio,51.5,61.1,41.9,214.01,39035
2064,OH-109,Miami County,Ohio,53.1,62.7,43.5,227.62,39037
2065,OH-111,Monroe County,Ohio,52.8,63.1,42.5,266.34,39039
2066,OH-113,Montgomery County,Ohio,53.8,63.6,44,231.94,39041
2067,OH-115,Morgan County,Ohio,53.4,63.7,43,247.93,39043
2068,OH-117,Morrow County,Ohio,51.1,60.9,41.2,226.49,39045
2069,OH-119,Muskingum County,Ohio,52.9,63.1,42.7,239.01,39047
2070,OH-121,Noble County,Ohio,53,63.5,42.6,244.62,39049
2071,OH-123,Ottawa County,Ohio,52.3,60.6,43.9,169.3,39051
2072,OH-125,Paulding County,Ohio,51.3,60.8,41.8,201.64,39053
2073,OH-127,Perry County,Ohio,52.8,62.9,42.7,248.99,39055
2074,OH-129,Pickaway County,Ohio,54.1,64.1,44.1,240.59,39057
2075,OH-131,Pike County,Ohio,54.5,64.9,44.1,263.39,39059
2076,OH-133,Portage County,Ohio,51.1,61,41.3,215.02,39061
2077,OH-135,Preble County,Ohio,52.5,62.4,42.6,239.93,39063
2078,OH-137,Putnam County,Ohio,51.9,61.2,42.7,203,39065
2079,OH-139,Richland County,Ohio,50.9,60.7,41.1,221.55,39067
2080,OH-141,Ross County,Ohio,54.2,64.4,44.1,249.78,39069
2081,OH-143,Sandusky County,Ohio,52,60.9,43.1,183.34,39071
2082,OH-145,Scioto County,Ohio,55,65.7,44.2,251.51,39073
2083,OH-147,Seneca County,Ohio,51.6,60.9,42.3,195.99,39075
2084,OH-149,Shelby County,Ohio,51.8,61.3,42.3,225.09,39077
2085,OH-151,Stark County,Ohio,52.1,61.9,42.3,212.25,39079
2086,OH-153,Summit County,Ohio,52.3,61.7,42.9,193.48,39081
2087,OH-155,Trumbull County,Ohio,50.5,60.7,40.3,231.58,39083
2088,OH-157,Tuscarawas County,Ohio,52.1,62.1,42.2,227.82,39085
2089,OH-159,Union County,Ohio,52.2,61.8,42.6,215.43,39087
2090,OH-161,Van Wert County,Ohio,51.4,60.7,42,209.8,39089
2091,OH-163,Vinton County,Ohio,53.5,63.8,43.3,247.21,39091
2092,OH-165,Warren County,Ohio,54.2,64.2,44.2,246.66,39093
2093,OH-167,Washington County,Ohio,54.4,64.9,43.8,251.33,39095
2094,OH-169,Wayne County,Ohio,51.3,61,41.5,211.62,39097
2095,OH-171,Williams County,Ohio,50.3,59.6,41,192.48,39099
2096,OH-173,Wood County,Ohio,52.4,61.4,43.3,184.52,39101
2097,OH-175,Wyandot County,Ohio,52.4,61.7,43.1,199.18,39103
2098,OK-001,Adair County,Oklahoma,59.3,70.4,48.2,279.36,39105
2099,OK-003,Alfalfa County,Oklahoma,58.9,71.6,46.2,158.37,39107
2100,OK-005,Atoka County,Oklahoma,62.5,73.9,51.2,244.82,39109
2101,OK-007,Beaver County,Oklahoma,57.6,71.6,43.5,109.01,39111
2102,OK-009,Beckham County,Oklahoma,60.8,74,47.7,123.84,39113
2103,OK-011,Blaine County,Oklahoma,59.9,72.2,47.5,162.47,39115
2104,OK-013,Bryan County,Oklahoma,63.5,74.3,52.7,236.82,39117
2105,OK-015,Caddo County,Oklahoma,60.9,72.7,49.1,168.42,39119
2106,OK-017,Canadian County,Oklahoma,60.6,72.4,48.8,188,39121
2107,OK-019,Carter County,Oklahoma,62.5,73.5,51.5,199.27,39123
2108,OK-021,Cherokee County,Oklahoma,59.9,71,48.8,273.61,39125
2109,OK-023,Choctaw County,Oklahoma,63.1,74.3,51.9,268.49,39127
2110,OK-025,Cimarron County,Oklahoma,55,70.4,39.6,79.74,39129
2111,OK-027,Cleveland County,Oklahoma,61.2,72.8,49.5,201.21,39131
2112,OK-029,Coal County,Oklahoma,62.3,73.9,50.7,247.38,39133
2113,OK-031,Comanche County,Oklahoma,61.9,73.6,50.2,171.2,39135
2114,OK-033,Cotton County,Oklahoma,63,75.3,50.7,172.52,39137
2115,OK-035,Craig County,Oklahoma,58.8,69.6,48,254.96,39139
2116,OK-037,Creek County,Oklahoma,60.5,72.1,49,220.71,39141
2117,OK-039,Custer County,Oklahoma,59.9,72.5,47.3,144.8,39143
2118,OK-041,Delaware County,Oklahoma,58.9,69.8,47.9,281.36,39145
2119,OK-043,Dewey County,Oklahoma,59,71.6,46.4,143.19,39147
2120,OK-045,Ellis County,Oklahoma,58.4,71.9,44.9,125.74,39149
2121,OK-047,Garfield County,Oklahoma,59.6,71.5,47.6,173.45,39151
2122,OK-049,Garvin County,Oklahoma,61.8,73.3,50.2,204.99,39153
2123,OK-051,Grady County,Oklahoma,61.4,73.2,49.5,186.48,39155
2124,OK-053,Grant County,Oklahoma,58.9,71,46.8,163.68,39157
2125,OK-055,Greer County,Oklahoma,61.7,74.6,48.7,124.73,39159
2126,OK-057,Harmon County,Oklahoma,62.2,75.8,48.6,115.99,39161
2127,OK-059,Harper County,Oklahoma,58.1,71.8,44.4,120.03,39163
2128,OK-061,Haskell County,Oklahoma,61.8,72.9,50.7,272.25,39165
2129,OK-063,Hughes County,Oklahoma,61.6,73.3,49.8,242.64,39167
2130,OK-065,Jackson County,Oklahoma,62.6,75.5,49.7,132.05,39169
2131,OK-067,Jefferson County,Oklahoma,63.1,74.8,51.4,183.62,39171
2132,OK-069,Johnston County,Oklahoma,62.5,73.4,51.5,229.15,39173
2133,OK-071,Kay County,Oklahoma,59.1,70.8,47.3,183.82,39175
2134,OK-073,Kingfisher County,Oklahoma,60.4,72.5,48.2,179.81,40001
2135,OK-075,Kiowa County,Oklahoma,61.6,73.8,49.4,149.83,40003
2136,OK-077,Latimer County,Oklahoma,61.5,72.6,50.5,274.96,40005
2137,OK-079,Le Flore County,Oklahoma,61.3,72.5,50.2,293.15,40007
2138,OK-081,Lincoln County,Oklahoma,60.7,72.6,48.7,214.35,40009
2139,OK-083,Logan County,Oklahoma,60.4,72.3,48.5,192.39,40011
2140,OK-085,Love County,Oklahoma,63.2,74.2,52.3,196.15,40013
2141,OK-087,McClain County,Oklahoma,61.5,73.2,49.7,197.39,40015
2142,OK-089,McCurtain County,Oklahoma,62.6,73.6,51.6,299.06,40017
2143,OK-091,McIntosh County,Oklahoma,61.7,72.8,50.6,252.22,40019
2144,OK-093,Major County,Oklahoma,59.3,72,46.6,152.69,40021
2145,OK-095,Marshall County,Oklahoma,63.2,73.9,52.5,212.95,40023
2146,OK-097,Mayes County,Oklahoma,59.5,70.6,48.4,265.22,40025
2147,OK-099,Murray County,Oklahoma,61.9,72.7,51,215.51,40027
2148,OK-101,Muskogee County,Oklahoma,61.4,72.6,50.2,251.77,40029
2149,OK-103,Noble County,Oklahoma,60,71.8,48.2,189.07,40031
2150,OK-105,Nowata County,Oklahoma,59,69.9,48.1,225.94,40033
2151,OK-107,Okfuskee County,Oklahoma,61.2,72.9,49.6,231.38,40035
2152,OK-109,Oklahoma County,Oklahoma,60.8,72.5,49.2,201.45,40037
2153,OK-111,Okmulgee County,Oklahoma,61.3,72.5,50.1,233.12,40039
2154,OK-113,Osage County,Oklahoma,59.1,70.4,47.7,208.99,40041
2155,OK-115,Ottawa County,Oklahoma,59.1,69.8,48.4,273.87,40043
2156,OK-117,Pawnee County,Oklahoma,60,71.5,48.4,197.73,40045
2157,OK-119,Payne County,Oklahoma,60.3,72.1,48.5,200.24,40047
2158,OK-121,Pittsburg County,Oklahoma,61.8,73.2,50.4,260.48,40049
2159,OK-123,Pontotoc County,Oklahoma,61.6,72.9,50.3,238.44,40051
2160,OK-125,Pottawatomie County,Oklahoma,61.2,73.1,49.3,212.23,40053
2161,OK-127,Pushmataha County,Oklahoma,62,72.9,50.9,270.71,40055
2162,OK-129,Roger Mills County,Oklahoma,59.8,73,46.6,122.99,40057
2163,OK-131,Rogers County,Oklahoma,60,71,48.9,237.58,40059
2164,OK-133,Seminole County,Oklahoma,61.3,73.2,49.3,224.48,40061
2165,OK-135,Sequoyah County,Oklahoma,61.3,72.4,50.2,289.01,40063
2166,OK-137,Stephens County,Oklahoma,62,73.6,50.5,194.67,40065
2167,OK-139,Texas County,Oklahoma,56.9,71.4,42.5,94.55,40067
2168,OK-141,Tillman County,Oklahoma,63,75.6,50.5,146.76,40069
2169,OK-143,Tulsa County,Oklahoma,60.6,71.8,49.4,224.91,40071
2170,OK-145,Wagoner County,Oklahoma,60.9,72,49.7,240.86,40073
2171,OK-147,Washington County,Oklahoma,59.2,70.4,48,221.65,40075
2172,OK-149,Washita County,Oklahoma,60.6,72.9,48.4,149.95,40077
2173,OK-151,Woods County,Oklahoma,58.3,71.6,45,147.57,40079
2174,OK-153,Woodward County,Oklahoma,58.3,71.4,45.2,137.62,40081
2175,OR-001,Baker County,Oregon,46.5,57.7,35.3,96.01,40083
2176,OR-003,Benton County,Oregon,53,63.4,42.6,269.85,40085
2177,OR-005,Clackamas County,Oregon,49.3,58.1,40.6,335.83,40087
2178,OR-007,Clatsop County,Oregon,50.6,59,42.2,420.87,40089
2179,OR-009,Columbia County,Oregon,51.4,60.7,42.2,262.11,40091
2180,OR-011,Coos County,Oregon,53.2,62.8,43.6,290.6,40093
2181,OR-013,Crook County,Oregon,46.8,59.9,33.6,57.08,40095
2182,OR-015,Curry County,Oregon,53.6,63.3,43.8,361.54,40097
2183,OR-017,Deschutes County,Oregon,45.2,58,32.4,91.27,40099
2184,OR-019,Douglas County,Oregon,51.7,62,41.4,223.14,40101
2185,OR-021,Gilliam County,Oregon,51.2,63,39.4,49.67,40103
2186,OR-023,Grant County,Oregon,45.1,57.3,33,93.66,40105
2187,OR-025,Harney County,Oregon,47.1,60.2,34.1,53.73,40107
2188,OR-027,Hood River County,Oregon,46.6,55,38.2,275.12,40109
2189,OR-029,Jackson County,Oregon,51.3,62.7,39.9,146.37,40111
2190,OR-031,Jefferson County,Oregon,48.4,60.7,36.1,77.03,40113
2191,OR-033,Josephine County,Oregon,52.2,62.8,41.5,225.58,40115
2192,OR-035,Klamath County,Oregon,45.7,59,32.4,109.84,40117
2193,OR-037,Lake County,Oregon,46.3,59.6,33,58.48,40119
2194,OR-039,Lane County,Oregon,50.6,60.3,41,281.67,40121
2195,OR-041,Lincoln County,Oregon,52.1,60.9,43.3,424,40123
2196,OR-043,Linn County,Oregon,50,59.6,40.5,308.8,40125
2197,OR-045,Malheur County,Oregon,49,62,36,60.64,40127
2198,OR-047,Marion County,Oregon,50.7,60.1,41.3,285.47,40129
2199,OR-049,Morrow County,Oregon,50.7,62.1,39.2,63.6,40131
2200,OR-051,Multnomah County,Oregon,52.4,61.2,43.5,285.08,40133
2201,OR-053,Polk County,Oregon,52.6,62.7,42.4,297.54,40135
2202,OR-055,Sherman County,Oregon,50.9,62.6,39.3,56.89,40137
2203,OR-057,Tillamook County,Oregon,50.3,58.4,42.2,483.04,40139
2204,OR-059,Umatilla County,Oregon,49.7,60.9,38.4,101.82,40141
2205,OR-061,Union County,Oregon,45.3,56.3,34.4,145.03,40143
2206,OR-063,Wallowa County,Oregon,44.2,55.1,33.3,132.96,40145
2207,OR-065,Wasco County,Oregon,49.4,60.2,38.5,88,40147
2208,OR-067,Washington County,Oregon,51.8,61.2,42.4,253.16,40149
2209,OR-069,Wheeler County,Oregon,48,59.9,36.2,69.18,40151
2210,OR-071,Yamhill County,Oregon,52.6,62,43.2,273.29,40153
2211,PA-001,Adams County,Pennsylvania,53.6,63.6,43.5,243.99,41001
2212,PA-003,Allegheny County,Pennsylvania,52.5,62.4,42.6,247.24,41003
2213,PA-005,Armstrong County,Pennsylvania,50.7,61,40.3,263.63,41005
2214,PA-007,Beaver County,Pennsylvania,51.4,61.2,41.7,242.09,41007
2215,PA-009,Bedford County,Pennsylvania,51.7,62.1,41.2,232.8,41009
2216,PA-011,Berks County,Pennsylvania,53.3,63.2,43.4,273.88,41011
2217,PA-013,Blair County,Pennsylvania,50.3,60.2,40.3,241.56,41013
2218,PA-015,Bradford County,Pennsylvania,47.9,57.6,38.3,227.6,41015
2219,PA-017,Bucks County,Pennsylvania,54.1,64,44.2,261.79,41017
2220,PA-019,Butler County,Pennsylvania,50.2,60.2,40.2,251.46,41019
2221,PA-021,Cambria County,Pennsylvania,48.5,58.1,38.9,262.56,41021
2222,PA-023,Cameron County,Pennsylvania,47.7,58.1,37.2,245.99,41023
2223,PA-025,Carbon County,Pennsylvania,48.9,58.6,39.3,288.78,41025
2224,PA-027,Centre County,Pennsylvania,49.3,59,39.7,247.08,41027
2225,PA-029,Chester County,Pennsylvania,54.2,64,44.4,263.4,41029
2226,PA-031,Clarion County,Pennsylvania,49.3,59.9,38.7,246.72,41031
2227,PA-033,Clearfield County,Pennsylvania,48.5,58.6,38.3,242.2,41033
2228,PA-035,Clinton County,Pennsylvania,48.9,59.1,38.7,247.61,41035
2229,PA-037,Columbia County,Pennsylvania,49.9,59.6,40.3,254.79,41037
2230,PA-039,Crawford County,Pennsylvania,48.9,58.6,39.2,242.92,41039
2231,PA-041,Cumberland County,Pennsylvania,53.5,63.5,43.6,244.14,41041
2232,PA-043,Dauphin County,Pennsylvania,52.9,62.3,43.5,258.3,41043
2233,PA-045,Delaware County,Pennsylvania,55.9,65,46.7,251.91,41045
2234,PA-047,Elk County,Pennsylvania,48,58.2,37.7,251.79,41047
2235,PA-049,Erie County,Pennsylvania,49.2,58.2,40.2,242.14,41049
2236,PA-051,Fayette County,Pennsylvania,51.5,61.6,41.3,272.99,41051
2237,PA-053,Forest County,Pennsylvania,48.4,58.9,37.9,247.88,41053
2238,PA-055,Franklin County,Pennsylvania,53.1,63.5,42.7,232.33,41055
2239,PA-057,Fulton County,Pennsylvania,52.7,63.3,42.1,231.42,41057
2240,PA-059,Greene County,Pennsylvania,52.6,63,42.2,249.95,41059
2241,PA-061,Huntingdon County,Pennsylvania,51.7,61.8,41.6,236.39,41061
2242,PA-063,Indiana County,Pennsylvania,50,60.1,39.8,268.04,41063
2243,PA-065,Jefferson County,Pennsylvania,48.7,59,38.4,240.61,41065
2244,PA-067,Juniata County,Pennsylvania,52.2,61.7,42.7,242.71,41067
2245,PA-069,Lackawanna County,Pennsylvania,48.2,57.6,38.8,254.11,41069
2246,PA-071,Lancaster County,Pennsylvania,54,63.7,44.2,256.37,41071
2247,PA-073,Lawrence County,Pennsylvania,50.5,60.4,40.5,242.04,42001
2248,PA-075,Lebanon County,Pennsylvania,53,62.5,43.6,277.27,42003
2249,PA-077,Lehigh County,Pennsylvania,52.9,63.2,42.6,278.85,42005
2250,PA-079,Luzerne County,Pennsylvania,48.6,57.9,39.3,259.31,42007
2251,PA-081,Lycoming County,Pennsylvania,49,59.1,38.9,252.64,42009
2252,PA-083,McKean County,Pennsylvania,47.1,57.4,36.8,245.73,42011
2253,PA-085,Mercer County,Pennsylvania,49.6,59.6,39.6,243.31,42013
2254,PA-087,Mifflin County,Pennsylvania,51.4,61,41.8,242.79,42015
2255,PA-089,Monroe County,Pennsylvania,48.4,58.1,38.6,289.45,42017
2256,PA-091,Montgomery County,Pennsylvania,54.8,64.7,44.9,263.6,42019
2257,PA-093,Montour County,Pennsylvania,51,60.8,41,242.4,42021
2258,PA-095,Northampton County,Pennsylvania,52,62.3,41.7,275.85,42023
2259,PA-097,Northumberland County,Pennsylvania,51.2,60.7,41.6,242.99,42025
2260,PA-099,Perry County,Pennsylvania,52.7,62.1,43.2,247.78,42027
2261,PA-101,Philadelphia County,Pennsylvania,56.5,65.8,47.1,257.52,42029
2262,PA-103,Pike County,Pennsylvania,48.1,58.1,38.1,257.19,42031
2263,PA-105,Potter County,Pennsylvania,46.5,56.9,36,239.4,42033
2264,PA-107,Schuylkill County,Pennsylvania,50.5,59.7,41.2,281.7,42035
2265,PA-109,Snyder County,Pennsylvania,51.4,61,41.8,247.85,42037
2266,PA-111,Somerset County,Pennsylvania,49.1,59,39.2,271.16,42039
2267,PA-113,Sullivan County,Pennsylvania,46.4,55.5,37.3,264.31,42041
2268,PA-115,Susquehanna County,Pennsylvania,47.5,57.4,37.7,248.36,42043
2269,PA-117,Tioga County,Pennsylvania,46.9,57.2,36.7,227.66,42045
2270,PA-119,Union County,Pennsylvania,50.7,60.4,41,242.56,42047
2271,PA-121,Venango County,Pennsylvania,49.2,59.4,39,253.17,42049
2272,PA-123,Warren County,Pennsylvania,47.8,57.8,37.9,250.47,42051
2273,PA-125,Washington County,Pennsylvania,52.3,62.4,42.1,245.76,42053
2274,PA-127,Wayne County,Pennsylvania,47.4,57.6,37.1,243.03,42055
2275,PA-129,Westmoreland County,Pennsylvania,51.6,61.6,41.5,274.07,42057
2276,PA-131,Wyoming County,Pennsylvania,48.6,58.1,39.1,252.26,42059
2277,PA-133,York County,Pennsylvania,54,63.8,44.2,244.89,42061
2278,RI-001,Bristol County,Rhode Island,52.6,60.8,44.4,260.51,42063
2279,RI-003,Kent County,Rhode Island,51.6,60.9,42.3,270.56,42065
2280,RI-005,Newport County,Rhode Island,52.4,60.5,44.2,252.53,42067
2281,RI-007,Providence County,Rhode Island,51,60.5,41.6,274.23,42069
2282,RI-009,Washington County,Rhode Island,52.1,61,43.2,257.5,42071
2283,SC-001,Abbeville County,South Carolina,63.1,73.6,52.5,261.03,42073
2284,SC-003,Aiken County,South Carolina,65.4,76.7,54.2,253.95,42075
2285,SC-005,Allendale County,South Carolina,65.7,77,54.4,249.62,42077
2286,SC-007,Anderson County,South Carolina,62.4,73,51.9,267.98,42079
2287,SC-009,Bamberg County,South Carolina,65.3,76.3,54.2,248.29,42081
2288,SC-011,Barnwell County,South Carolina,65.6,77,54.2,251.06,42083
2289,SC-013,Beaufort County,South Carolina,68,77,59,248.14,42085
2290,SC-015,Berkeley County,South Carolina,66.4,77.1,55.7,258.57,42087
2291,SC-017,Calhoun County,South Carolina,65.4,76.2,54.5,245.33,42089
2292,SC-019,Charleston County,South Carolina,67,76.6,57.5,261.21,42091
2293,SC-021,Cherokee County,South Carolina,61.1,72.6,49.6,232.17,42093
2294,SC-023,Chester County,South Carolina,62.2,73.4,50.9,232.26,42095
2295,SC-025,Chesterfield County,South Carolina,63.4,74.5,52.3,252.9,42097
2296,SC-027,Clarendon County,South Carolina,65.2,76.2,54.2,257.12,42099
2297,SC-029,Colleton County,South Carolina,66.3,76.9,55.7,256.86,42101
2298,SC-031,Darlington County,South Carolina,64.5,75.5,53.4,261.69,42103
2299,SC-033,Dillon County,South Carolina,64.6,75.7,53.5,263.46,42105
2300,SC-035,Dorchester County,South Carolina,66.4,77.2,55.7,251.63,42107
2301,SC-037,Edgefield County,South Carolina,64.6,75.7,53.6,243.56,42109
2302,SC-039,Fairfield County,South Carolina,63.1,74.4,51.8,227.76,42111
2303,SC-041,Florence County,South Carolina,65.2,76.4,54,261.48,42113
2304,SC-043,Georgetown County,South Carolina,65.1,75.7,54.5,277.53,42115
2305,SC-045,Greenville County,South Carolina,61.3,71.6,51,307.87,42117
2306,SC-047,Greenwood County,South Carolina,63.3,74.2,52.5,251.95,42119
2307,SC-049,Hampton County,South Carolina,66,76.9,55.1,255.46,42121
2308,SC-051,Horry County,South Carolina,64.7,75.2,54.3,281.45,42123
2309,SC-053,Jasper County,South Carolina,67.2,77.6,56.8,250.37,42125
2310,SC-055,Kershaw County,South Carolina,63.4,74.7,52.1,226.1,42127
